Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
ROST;200092;USD;2018;FY;2019-01-31;2019-04-02;2021-03-30;369533000;372678000;14983541000;-10726277000;4257264000;-2216550000;-2216550000;;;2040714000;10162000;10162000;2050876000;;2050876000;-463419000;1587457000;;1587457000;1587457000
ROST;200092;USD;2019;FY;2020-01-31;2020-03-31;2021-03-30;358462000;361182000;16039073000;-11536187000;4502886000;-2356704000;-2356704000;;;2146182000;18106000;18106000;2164288000;;2164288000;-503360000;1660928000;;1660928000;1660928000
RP;243720;USD;2015;FY;2015-12-31;2016-02-29;2018-03-01;76689000;76689000;468520000;-198613000;269907000;-260721000;-191922000;-68799000;;9186000;-1449000;-1449000;7737000;-20801000;-13064000;3846000;-9218000;;-9218000;-9218000
RP;243720;USD;2016;FY;2016-12-31;2017-03-01;2019-02-27;76854000;77843000;568128000;-243208000;324920000;-293676000;-207470000;-73607000;-12599000;31244000;-3758000;-3758000;27486000;;27486000;-10836000;16650000;;16650000;16650000
RP;243720;USD;2017;FY;2017-12-31;2018-03-01;2020-03-02;79433000;82398000;670963000;-280298000;390665000;-360655000;-253448000;-89452000;-17755000;30010000;-14769000;-14769000;15241000;;15241000;-14864000;377000;;377000;377000
RP;243720;USD;2018;FY;2018-12-31;2019-02-27;2021-03-01;87290000;91531000;869480000;-364179000;505301000;-439251000;-284815000;-118525000;-35911000;66050000;-31750000;-31750000;34300000;;34300000;425000;34725000;;34725000;34725000
RP;243720;USD;2019;FY;2019-12-31;2020-03-02;2021-03-01;92017000;96282000;988136000;-426173000;561963000;-469543000;-317018000;-112222000;-40303000;92420000;-31862000;-31862000;60558000;;60558000;-2350000;58208000;;58208000;58208000
RPD;1238784;USD;2015;FY;2015-12-31;2016-02-11;2018-03-08;24740480;24740480;110526000;-29244000;81282000;-127842000;-89096000;-38746000;;-46560000;-2801000;-2523000;-49361000;;-49361000;-496000;-49857000;;-49857000;-99079000
RPD;1238784;USD;2016;FY;2016-12-31;2017-03-09;2019-02-28;41248473;41248473;157437000;-39725000;117712000;-166761000;-118806000;-47955000;;-49049000;22000;131000;-49027000;;-49027000;27000;-49000000;;-49000000;-49000000
RPD;1238784;USD;2017;FY;2017-12-31;2018-03-08;2020-02-28;42952950;42952950;200940000;-56910000;144030000;-192824000;-141886000;-50938000;;-48794000;1088000;775000;-47706000;;-47706000;2236000;-45470000;;-45470000;-45470000
RPD;1238784;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;46456825;46456825;244091000;-71083000;173008000;-226046000;-158303000;-67743000;;-53038000;-2041000;-1705000;-55079000;;-55079000;-466000;-55545000;;-55545000;-55545000
RPD;1238784;USD;2019;FY;2019-12-31;2020-02-28;2021-02-26;48731791;48731791;326947000;-91146000;235801000;-281796000;-202432000;-79364000;;-45995000;-7808000;-7375000;-53803000;;-53803000;-42000;-53845000;;-53845000;-53845000
RPM;328948;USD;2016;FY;2016-05-31;2016-07-28;2017-07-24;129383000;136716000;4813649000;-2726601000;2087048000;-1510612000;-1520977000;;;576436000;-92970000;-91683000;483466000;;483466000;-126008000;357458000;;354725000;354725000
RPM;328948;USD;2017;FY;2017-05-31;2017-07-24;2017-07-24;130662000;135165000;4958175000;-2792487000;2165688000;-1629536000;-1643520000;;;536152000;-98621000;-96954000;437531000;-193198000;244333000;-59662000;184671000;;181823000;181823000
RPM;328948;USD;2018;FY;2018-05-31;2018-07-23;2018-07-23;131179000;137171000;5321643000;-3140431000;2181212000;-1642701000;-1663143000;;;538511000;-103949000;-104547000;434562000;-17514000;417048000;-77791000;339257000;;337770000;337770000
RPM;328948;USD;2019;FY;2019-05-31;2019-07-24;2021-07-26;130552000;134333000;5564551000;-3476231000;2088320000;-1596043000;-1596043000;;;492277000;-105932000;-102392000;386345000;-46500000;339845000;-72158000;267687000;;266558000;266558000
RPM;328948;USD;2020;FY;2020-05-31;2020-07-27;2021-07-26;128468000;129974000;5506994000;-3414139000;2092855000;-1548653000;-1548653000;;;544202000;-103330000;-101003000;440872000;-33108000;407764000;-102682000;305082000;;304385000;304385000
RRC;110931;USD;2015;FY;2015-12-31;2016-02-25;2018-02-28;166389000;166389000;1598068000;-682828000;915240000;-796576000;-194015000;-21406000;-581155000;118664000;-166439000;-166439000;-47775000;-1004587000;-1052362000;338677000;-713685000;;-713685000;-713685000
RRC;110931;USD;2016;FY;2016-12-31;2017-02-22;2019-02-25;189868000;189868000;1099939000;-856616000;243323000;-741199000;-184772000;-32325000;-524102000;-497876000;-168213000;-168213000;-666089000;-136049000;-802138000;280750000;-521388000;;-521388000;-521388000
RRC;110931;USD;2017;FY;2017-12-31;2018-02-28;2019-02-25;245091000;245458000;2611030000;-1158628000;1452402000;-912060000;-233406000;-53662000;-624992000;540342000;-195679000;-195679000;344663000;-262543000;82120000;251026000;333146000;;333146000;333146000
RRC;110931;USD;2018;FY;2018-12-31;2019-02-25;2021-02-23;246171000;246171000;3282645000;-1799543000;1483102000;-879396000;-209812000;-34117000;-635467000;603706000;-210209000;-210209000;393497000;-2170467000;-1776970000;30489000;-1746481000;;-1746481000;-1746481000
RRC;110931;USD;2019;FY;2019-12-31;2020-02-27;2021-02-23;247970000;247970000;2827615000;-1733432000;1094183000;-766635000;-181109000;-36683000;-548843000;327548000;-194285000;-194285000;133263000;-2349851000;-2216588000;500291000;-1716297000;;-1716297000;-1716297000
RRGB;980379;USD;2015;FY;2015-12-31;2016-02-19;2018-02-27;14042000;14216000;1257592000;-708154000;549438000;-474804000;-146656000;;-77374000;74634000;-3809000;-3680000;70825000;-7589000;63236000;-15532000;47704000;;47704000;47704000
RRGB;980379;USD;2016;FY;2016-12-31;2017-02-21;2019-02-27;13332000;13462000;1303187000;-737481000;565706000;-506463000;-144633000;;-86695000;59243000;-6782000;-7239000;52461000;-47673000;4788000;6937000;11725000;;11725000;11725000
RRGB;980379;USD;2017;FY;2017-12-31;2018-02-27;2020-02-25;12899000;12998000;1387566000;-795787000;591779000;-540263000;-156656000;;-92545000;51516000;-10012000;-10955000;41504000;-12484000;29020000;999000;30019000;;30019000;30019000
RRGB;980379;USD;2018;FY;2018-12-31;2019-02-27;2021-03-03;12976000;12976000;1338563000;-769766000;568797000;-577190000;-146458000;;-95371000;-8393000;-10925000;-10925000;-19318000;-2092000;-21410000;14991000;-6419000;;-6419000;-6419000
RRGB;980379;USD;2019;FY;2019-12-31;2020-02-25;2021-03-03;12959000;12959000;1315014000;-760182000;554832000;-567640000;-155978000;;-91790000;-12808000;-9110000;-9110000;-21918000;-319000;-22237000;14334000;-7903000;;-7903000;-7903000
RRR;980329;USD;2015;FY;2015-12-31;2016-03-11;2018-03-01;9888000;9888000;1352135000;-582244000;769891000;-465722000;-327857000;;-137865000;304169000;-143680000;-144489000;160489000;-17071000;143418000;;143418000;-166000;137658000;137658000
RRR;980329;USD;2016;FY;2016-12-31;2017-03-13;2019-02-26;34141000;34285000;1475760000;-656738000;819022000;-483981000;-327313000;;-156668000;335041000;-138321000;-140189000;196720000;-32513000;164207000;-8243000;155964000;;91952000;91952000
RRR;980329;USD;2017;FY;2017-12-31;2018-03-01;2020-02-21;67397000;115930000;1642139000;-759255000;882884000;-559147000;-380930000;;-178217000;323737000;-130167000;-131442000;193570000;4749000;198319000;-134786000;63533000;;35423000;35423000
RRR;980329;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;69115000;116859000;1681030000;-794063000;886967000;-570747000;-390492000;;-180255000;316220000;-141268000;-143099000;174952000;68403000;243355000;-23875000;219480000;;157541000;157541000
RRR;980329;USD;2019;FY;2019-12-31;2020-02-21;2021-02-23;69565000;69565000;1856534000;-949941000;906593000;-638566000;-416355000;;-222211000;268027000;-155066000;-156679000;112961000;-121432000;-8471000;1734000;-6737000;;-3351000;-3351000
RS;448547;USD;2015;FY;2015-12-31;2016-02-26;2017-02-24;74096349;74902064;9350500000;-6803600000;2546900000;-1947000000;-1728500000;;-218500000;599900000;-87900000;-84300000;512000000;-53300000;458700000;-142500000;316200000;;311500000;311500000
RS;448547;USD;2016;FY;2016-12-31;2017-02-24;2017-02-24;72362513;73120918;8613400000;-6023100000;2590300000;-2025300000;-1803300000;;-222000000;565000000;-83400000;-84600000;481600000;-52400000;429200000;-120100000;309100000;;304300000;304300000
RS;448547;USD;2017;FY;2017-12-31;2018-02-28;2018-02-28;72851021;73539424;9721000000;-6933200000;2787800000;-2121200000;-1902800000;;-218400000;666600000;-78600000;-73900000;588000000;-4200000;583800000;37200000;621000000;;613400000;613400000
RS;448547;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;71621000;72441000;11534500000;-8253000000;3281500000;-2307000000;-2091800000;;-215200000;974500000;-86900000;-86200000;887600000;-37000000;850600000;-208800000;641800000;;633700000;633700000
RS;448547;USD;2019;FY;2019-12-31;2020-02-27;2021-02-25;66885000;67855000;10973800000;-7644400000;3329400000;-2314700000;-2095400000;;-219300000;1014700000;-84200000;-85000000;930500000;-1200000;929300000;-223200000;706100000;;701500000;701500000
RSG;101495;USD;2015;FY;2015-12-31;2016-02-12;2017-02-17;349984000;351388000;9115000000;-5518600000;3596400000;-1953700000;-983100000;;-970600000;1642700000;-362900000;-364100000;1279800000;-83900000;1195900000;-445500000;750400000;;749900000;749900000
RSG;101495;USD;2016;FY;2016-12-31;2017-02-17;2017-02-17;343000000;344390000;9387700000;-5764000000;3623700000;-1960900000;-969800000;;-991100000;1662800000;-369300000;-370400000;1293500000;-327600000;965900000;-352700000;613200000;;612600000;612600000
RSG;101495;USD;2017;FY;2017-12-31;2018-02-09;2018-02-09;337100000;339000000;10041500000;-6214600000;3826900000;-2093700000;-1057400000;;-1036300000;1733200000;-358200000;-360900000;1375000000;-92900000;1282100000;-3100000;1279000000;;1278400000;1278400000
RSG;101495;USD;2018;FY;2018-12-31;2019-02-08;2021-02-23;326900000;328400000;10040900000;-6150000000;3890900000;-2092900000;-1059500000;;-1033400000;1798000000;-378800000;-382200000;1419200000;-98300000;1320900000;-283300000;1037600000;;1036900000;1036900000
RSG;101495;USD;2019;FY;2019-12-31;2020-02-14;2021-02-23;321100000;322000000;10299400000;-6298400000;4001000000;-2132400000;-1091900000;;-1040500000;1868600000;-379200000;-385600000;1489400000;-193600000;1295800000;-222000000;1073800000;;1073300000;1073300000
RSLS;794492;USD;2015;FY;2015-12-31;2016-03-28;2018-04-02;8529;8529;292000;-125047;166953;-28033747;-19892424;-8141323;;-27866794;-927489;-937363;-28794283;3295536;-25498747;;-25498747;;-25498747;-25498747
RSLS;794492;USD;2016;FY;2016-12-31;2017-03-08;2018-04-02;62243;62243;786660;-431476;355184;-23150811;-17981525;-5169286;;-22795627;-4078033;-4098166;-26873660;3512816;-23360844;;-23360844;;-23360844;-23360844
RSLS;794492;USD;2017;FY;2017-12-31;2018-04-02;2018-04-02;1102230;1102230;1287154;-936386;350768;-31758645;-25983547;-5775098;;-31407877;-3460;-2808;-31411337;-4721246;-36132583;2314611;-33817972;;-33817972;-33817972
RSLS;794492;USD;2018;FY;2018-12-31;2019-06-28;2019-06-28;111844;111844;606710;-164299;442411;-24983797;-19261680;-5722117;;-24541386;-167772;-12378;-24709158;-14004573;-38713731;3446708;-35267023;-45884552;-84230557;-84230557
RSLS;794492;USD;2019;FY;2019-12-31;2020-04-30;2021-03-11;1728722;1728722;15089000;-5784000;9305000;-25192000;-22071000;-3121000;;-15887000;-50568000;-451000;-66455000;-8645000;-75100000;893000;-74207000;;-74207000;-74207000
RSPP;448551;USD;2015;FY;2015-12-31;2016-02-25;2017-02-27;27766400;27766400;283992000;;;-256855000;-27317000;-2380000;-154039000;27137000;-43069000;-43538000;-15932000;-14005000;-29937000;11683000;-18254000;;-18254000;-18254000
RSPP;448551;USD;2016;FY;2016-12-31;2017-02-27;2017-02-27;34343680;34343680;353857000;;;-311016000;-36170000;-1093000;-194360000;42841000;-50891000;-52724000;-8050000;-35507000;-43557000;18706000;-24851000;;-24851000;-24851000
RSPP;448551;USD;2017;FY;2017-12-31;2018-04-30;2018-04-30;49331840;49768320;803708000;;;-506691000;-47408000;-7771000;-279711000;297017000;-79023000;-82459000;217994000;-103486000;114508000;117628000;232136000;;232136000;232136000
RST;985520;USD;2015;FY;2015-12-31;2016-03-14;2018-03-07;21571000;21571000;217670000;-38527000;179143000;-216147000;-186208000;-29939000;;-37004000;-1824000;-355000;-38828000;-6809000;-45637000;-1159000;-46796000;;-46796000;-46796000
RST;985520;USD;2016;FY;2016-12-31;2017-03-14;2019-03-06;21969000;21969000;194089000;-34321000;159768000;-181114000;-154841000;-26273000;;-21346000;1873000;-424000;-19473000;-5574000;-25047000;-2503000;-27550000;;-27550000;-27550000
RST;985520;USD;2017;FY;2017-12-31;2018-03-07;2020-03-11;22244000;22244000;184593000;-33621000;150972000;-155473000;-130726000;-24747000;;-4501000;456000;-425000;-4045000;;-4045000;2499000;-1546000;;-1546000;-1546000
RST;985520;USD;2018;FY;2018-12-31;2019-03-06;2020-03-11;22705000;22705000;173634000;-35922000;137712000;-157331000;-132121000;-25210000;;-19619000;-45000;-210000;-19664000;;-19664000;-1809000;-21473000;;-21473000;-21473000
RST;985520;USD;2019;FY;2019-12-31;2020-03-11;2020-03-11;23444000;23444000;182702000;-37261000;145441000;-158379000;-133869000;-24510000;;-12938000;299000;-255000;-12639000;;-12639000;-317000;-12956000;;-12956000;-12956000
RSYS;342891;USD;2015;FY;2015-12-31;2016-03-02;2017-03-01;36789000;36789000;184593000;-132441000;52152000;-61197000;-30628000;-25529000;;-9045000;1129000;-419000;-7916000;-5020000;-12936000;-1742000;-14678000;;-14678000;-14678000
RSYS;342891;USD;2016;FY;2016-12-31;2017-03-01;2017-03-01;37668000;37668000;212392000;-156304000;56088000;-62830000;-33722000;-24068000;;-6742000;1842000;-293000;-4900000;-2917000;-7817000;-2434000;-10251000;;-10251000;-10251000
RSYS;342891;USD;2017;FY;2017-12-31;2018-04-26;2018-04-26;38994000;38994000;133768000;-112998000;20770000;-59214000;-32792000;-23416000;;-38444000;-2094000;-1020000;-40538000;-8339000;-48877000;-3727000;-52604000;;-52604000;-52604000
RT;330525;USD;2016;FY;2016-06-30;2016-08-15;2017-08-21;60871000;60871000;1091228000;-673090000;418138000;-455183000;-109627000;-64680000;-51358000;-37045000;-21754000;-21754000;-58799000;5937000;-52862000;2180000;-50682000;;-50682000;-50682000
RT;330525;USD;2017;FY;2017-06-30;2017-08-21;2017-08-21;60139000;60139000;951971000;-607540000;344431000;-431432000;-121149000;-69808000;-41779000;-87001000;-20855000;-20855000;-107856000;0;-107856000;1716000;-106140000;;-106140000;-106140000
RTN;354596;USD;2015;FY;2015-12-31;2016-02-10;2018-02-14;304800000;305200000;23321000000;-17608000000;5713000000;-2646000000;-2646000000;;;3067000000;-226000000;-222000000;2841000000;;2841000000;-747000000;2094000000;13000000;2110000000;2110000000
RTN;354596;USD;2016;FY;2016-12-31;2017-02-15;2018-02-14;296500000;296800000;24124000000;-17965000000;6159000000;-2864000000;-2864000000;;;3295000000;-210000000;-216000000;3085000000;;3085000000;-873000000;2212000000;1000000;2244000000;2244000000
RTN;354596;USD;2017;FY;2017-12-31;2018-02-14;2019-02-13;291100000;291400000;25348000000;-18340000000;7008000000;-2777000000;-2777000000;;;4231000000;-205000000;-184000000;4026000000;-913000000;3113000000;-1114000000;1999000000;2000000;2024000000;2024000000
RTN;354596;USD;2018;FY;2018-12-31;2019-02-13;2019-02-13;286500000;286800000;27058000000;-19573000000;7485000000;-2947000000;-2947000000;;;4538000000;-161000000;-153000000;4377000000;-1230000000;3147000000;-264000000;2883000000;-1000000;2909000000;2909000000
RTN;354596;USD;2019;FY;2019-12-31;2020-04-01;2020-04-01;280000000;280200000;29176000000;-21413000000;7763000000;-2989000000;-2989000000;;;4774000000;-100000000;-138000000;4674000000;-688000000;3986000000;-658000000;3328000000;1000000;3343000000;3343000000
RTX;261978;USD;2015;FY;2015-12-31;2016-02-11;2018-02-09;1386720300;1403404800;56098000000;-40431000000;15667000000;-8376000000;-5886000000;-2279000000;;7291000000;-824000000;-824000000;6467000000;;6467000000;-2111000000;4356000000;3610000000;7608000000;7608000000
RTX;261978;USD;2016;FY;2016-12-31;2017-02-09;2019-02-07;1300119800;1312672900;57244000000;-41471000000;15773000000;-7552000000;-5958000000;-2376000000;;8221000000;-1039000000;-1039000000;7182000000;-49000000;7133000000;-1697000000;5436000000;-10000000;5055000000;5055000000
RTX;261978;USD;2017;FY;2017-12-31;2018-02-09;2019-02-07;1255310000;1269769900;59837000000;-44201000000;15636000000;-7498000000;-6429000000;-2427000000;;8138000000;-909000000;-909000000;7229000000;534000000;7763000000;-2843000000;4920000000;0;4552000000;4552000000
RTX;261978;USD;2018;FY;2018-12-31;2019-04-05;2021-02-08;1271835600;1287248900;34701000000;-27465000000;7236000000;-4359000000;-2864000000;-1878000000;;2877000000;-1032000000;-1032000000;1845000000;659000000;2504000000;-1098000000;1406000000;4248000000;5269000000;5269000000
RTX;261978;USD;2019;FY;2019-12-31;2020-02-06;2021-02-08;1358277200;1372737100;45349000000;-34598000000;10751000000;-5837000000;-3711000000;-2452000000;;4914000000;-1591000000;-1591000000;3323000000;829000000;4152000000;-421000000;3731000000;2217000000;5537000000;5537000000
RUN;148978;USD;2015;FY;2015-12-31;2016-02-12;2018-03-06;55091000;55091000;304606000;-280535000;24071000;-243271000;-229919000;-9657000;-3695000;-219200000;-35005000;-33236000;-254205000;;-254205000;5299000;-248906000;;-28246000;-53136000
RUN;148978;USD;2016;FY;2016-12-31;2017-03-08;2017-03-08;102367000;104964000;453898000;-399239000;54659000;-269563000;-255158000;-10199000;-4206000;-214904000;-52404000;-53244000;-267308000;;-267308000;-35993000;-303301000;;91687000;91687000
RUN;148978;USD;2017;FY;2017-12-31;2018-03-06;2018-03-06;105432000;108206000;529699000;-448085000;81614000;-263818000;-244535000;-15079000;-4204000;-182204000;-72392000;-70518000;-254596000;;-254596000;-32138000;-286734000;;124525000;124525000
RUN;148978;USD;2018;FY;2018-12-31;2019-03-05;2021-02-25;110089000;117112000;759981000;-534923000;225058000;-346939000;-323891000;-18844000;-4204000;-121881000;-128983000;-131771000;-250864000;;-250864000;-9322000;-260186000;;26657000;26657000
RUN;148978;USD;2019;FY;2019-12-31;2020-02-27;2021-02-25;116397000;123876000;858578000;-645829000;212749000;-428489000;-400171000;-23563000;-4755000;-215740000;-183500000;-174246000;-399240000;;-399240000;8218000;-391022000;;26335000;26335000
RUSHA;909600;USD;2015;FY;2015-12-31;2016-02-29;2018-03-01;60406500;61639500;4979733000;-4194786000;784947000;-663127000;-619268000;;-43859000;121820000;-13473000;-13473000;108347000;-544000;107803000;-41750000;66053000;;66053000;66053000
RUSHA;909600;USD;2016;FY;2016-12-31;2017-03-01;2019-02-25;59907000;60904500;4214614000;-3496602000;718012000;-639039000;-587778000;;-51261000;78973000;-14279000;-14279000;64694000;1755000;66449000;-25867000;40582000;;40582000;40582000
RUSHA;909600;USD;2017;FY;2017-12-31;2018-03-01;2019-02-25;59440500;61470000;4713882000;-3883946000;829936000;-681122000;-631053000;;-50069000;148814000;-12310000;-12310000;136504000;-105000;136399000;35730000;172129000;;172129000;172129000
RUSHA;909600;USD;2018;FY;2018-12-31;2019-02-25;2021-02-24;58834500;60439500;5506190000;-4527921000;978269000;-775715000;-705226000;;-70489000;202554000;-19682000;-19682000;182872000;297000;183169000;-44107000;139062000;;139062000;139062000
RUSHA;909600;USD;2019;FY;2019-12-31;2020-02-26;2021-02-24;54988500;56356500;5809847000;-4784219000;1025628000;-809121000;-753749000;;-55372000;216507000;-26882000;-28807000;189625000;-102000;189523000;-47940000;141583000;;141583000;141583000
